timestamp x y theta
1769097853.192644 0.000000 0.000000 0.000000
1769097853.237640 0.000000 0.000000 0.000000
1769097853.292640 0.000000 0.000000 0.000000
1769097853.342636 0.000000 0.000000 0.000000
1769097853.387639 0.000000 0.000000 0.000000
1769097853.442649 0.000000 0.000000 0.000000
1769097853.487655 0.000000 0.000000 0.000000
1769097853.542644 0.000000 0.000000 0.000000
1769097853.597645 0.000000 0.000000 0.000000
1769097853.642642 0.000000 0.000000 0.000000
1769097853.687619 0.000000 0.000000 0.000000
1769097853.747644 0.000000 0.000000 0.000000
1769097853.792644 0.000000 0.000000 0.000000
1769097853.842658 0.000000 0.000000 0.000000
1769097853.892658 0.000000 0.000000 0.000000
1769097853.937672 0.000000 0.000000 0.000000
1769097853.987658 0.000000 0.000000 0.000000
1769097854.047629 0.000000 0.000000 0.000000
1769097854.092646 0.000000 0.000000 0.000000
1769097854.137649 0.000000 0.000000 0.000000
1769097854.197660 0.000000 0.000000 0.000000
1769097854.242626 0.000000 0.000000 0.000000
1769097854.287657 0.000000 0.000000 0.000000
1769097854.347652 0.000000 0.000000 0.000000
1769097854.392652 0.000000 0.000000 0.000000
1769097854.442650 0.000000 0.000000 0.000000
1769097854.492647 0.000000 0.000000 0.000000
1769097854.542656 0.000000 0.000000 0.000000
1769097854.587646 0.000000 0.000000 0.000000
1769097854.647655 0.000000 0.000000 0.000000
1769097854.687645 0.000000 0.000000 0.000000
1769097854.742657 0.000000 0.000000 0.000000
1769097854.797647 0.000025 0.000000 -0.000316
1769097854.842646 0.000025 0.000000 -0.000316
1769097854.887651 0.000000 0.000000 0.000000
1769097854.947628 0.000000 0.000000 0.000000
1769097854.992657 0.000000 0.000000 0.000000
1769097855.042656 0.000000 0.000000 0.000000
1769097855.092628 0.000000 0.000000 0.000000
1769097855.137629 0.000000 0.000000 0.000000
1769097855.192629 0.000000 0.000000 0.000000
1769097855.247640 0.000000 0.000000 0.000000
1769097855.287743 0.000000 0.000000 0.000000
1769097855.352729 0.000000 0.000000 0.000000
1769097855.397709 0.000000 0.000000 0.000000
1769097855.442668 0.000000 0.000000 0.000000
1769097855.497652 0.000000 0.000000 0.000000
1769097855.542668 0.000000 0.000000 0.000000
1769097855.592647 0.000000 0.000000 0.000000
1769097855.647647 0.000000 0.000000 0.000000
1769097855.687660 0.000000 0.000000 0.000000
1769097855.742697 0.000000 0.000000 0.000000
1769097855.802699 0.000000 0.000000 0.000000
1769097855.842690 0.000000 0.000000 0.000000
1769097855.887685 0.000000 0.000000 0.000000
1769097855.942699 0.000000 0.000000 0.000000
1769097855.992675 0.000000 0.000000 0.000000
1769097856.042636 0.000025 0.000000 -0.000316
1769097856.092641 0.000000 0.000000 0.000000
1769097856.137651 0.000000 0.000000 0.000000
1769097856.197626 0.000025 0.000000 -0.000316
1769097856.242639 0.000051 0.000000 -0.000633
1769097856.287626 0.000101 -0.000000 -0.001266
1769097856.347627 0.000253 -0.000000 -0.002531
1769097856.392651 0.000734 -0.000001 -0.002847
1769097856.437659 0.001190 -0.000003 -0.002215
1769097856.492626 0.001696 -0.000004 -0.001582
1769097856.542627 0.002354 -0.000005 -0.000949
1769097856.587652 0.002683 -0.000005 -0.001266
1769097856.647653 0.003012 -0.000006 -0.000949
1769097856.687648 0.003619 -0.000006 -0.000949
1769097856.752636 0.004075 -0.000007 -0.000316
1769097856.792709 0.004682 -0.000007 -0.000949
1769097856.842629 0.004961 -0.000007 -0.001266
1769097856.897654 0.005315 -0.000008 -0.001266
1769097856.942628 0.005746 -0.000008 -0.000949
1769097856.992629 0.006176 -0.000008 0.000000
1769097857.052629 0.006682 -0.000008 0.000633
1769097857.087643 0.007391 -0.000008 0.000633
1769097857.137666 0.007796 -0.000008 0.000633
1769097857.197643 0.008150 -0.000008 0.000000
1769097857.242651 0.008732 -0.000008 0.000949
