timestamp x y theta
1769099704.059884 0.000000 0.000000 0.000000
1769099704.084881 0.000000 0.000000 0.000000
1769099704.144869 0.000025 0.000000 0.000316
1769099704.184866 0.000000 -0.000000 0.000000
1769099704.234885 0.000000 -0.000000 0.000000
1769099704.284856 0.000025 -0.000000 0.000316
1769099704.339857 0.000000 -0.000000 0.000000
1769099704.384880 0.000000 -0.000000 0.000000
1769099704.449878 0.000000 -0.000000 0.000000
1769099704.484867 0.000000 -0.000000 0.000000
1769099704.534872 0.000000 -0.000000 0.000000
1769099704.584887 0.000000 -0.000000 0.000000
1769099704.639884 0.000000 -0.000000 0.000000
1769099704.684889 0.000000 -0.000000 0.000000
1769099704.734887 0.000000 -0.000000 0.000000
1769099704.789890 0.000000 -0.000000 0.000000
1769099704.834898 0.000000 -0.000000 0.000000
1769099704.884897 0.000025 -0.000000 0.000316
1769099704.939893 0.000000 -0.000000 0.000000
1769099704.979899 0.000000 -0.000000 0.000000
1769099705.029892 0.000000 -0.000000 0.000000
1769099705.089895 0.000000 -0.000000 0.000000
1769099705.134895 0.000000 -0.000000 0.000000
1769099705.184896 0.000000 -0.000000 0.000000
1769099705.239907 0.000025 -0.000000 0.000316
1769099705.284928 0.000000 -0.000000 0.000000
1769099705.334925 0.000000 -0.000000 0.000000
1769099705.389912 0.000025 -0.000000 0.000316
1769099705.429923 0.000000 -0.000000 -0.000000
1769099705.484917 0.000000 -0.000000 -0.000000
1769099705.544923 0.000000 -0.000000 -0.000000
1769099705.584925 0.000000 -0.000000 -0.000000
1769099705.629920 0.000000 -0.000000 -0.000000
1769099705.689927 0.000025 -0.000000 0.000316
1769099705.734923 0.000000 -0.000000 -0.000000
1769099705.784959 0.000000 -0.000000 -0.000000
1769099705.839938 0.000025 -0.000000 0.000316
1769099705.884941 0.000000 -0.000000 -0.000000
1769099705.944913 0.000000 -0.000000 -0.000000
1769099705.989933 0.000025 -0.000000 0.000316
1769099706.029930 0.000000 -0.000000 -0.000000
1769099706.089923 0.000000 -0.000000 -0.000000
1769099706.139901 0.000000 -0.000000 -0.000000
1769099706.179915 0.000000 -0.000000 -0.000000
1769099706.239975 0.000025 -0.000000 0.000316
1769099706.284941 0.000000 -0.000000 -0.000000
1769099706.334920 0.000000 -0.000000 -0.000000
1769099706.394934 0.000000 -0.000000 -0.000000
1769099706.434929 0.000000 -0.000000 -0.000000
1769099706.484942 0.000000 -0.000000 -0.000000
1769099706.544922 0.000000 -0.000000 -0.000000
1769099706.584931 0.000025 -0.000000 0.000316
1769099706.629936 0.000000 -0.000000 -0.000000
