timestamp x y theta
1769099705.700009 -0.000025 -0.000000 -0.000033
1769099705.769922 -0.000025 -0.000000 -0.000033
1769099705.824950 0.000000 0.000000 0.000003
1769099705.869908 -0.000025 -0.000000 -0.000033
1769099707.609941 -0.000025 -0.000000 -0.000023
1769099707.659948 -0.000025 -0.000000 -0.000020
1769099707.709967 -0.000025 -0.000000 -0.000020
1769099707.759982 -0.000025 -0.000000 -0.000020
1769099707.809969 -0.000000 0.000000 0.000041
1769099707.854945 -0.000025 -0.000000 -0.000020
1769099709.554972 -0.000025 -0.000000 -0.000022
1769099709.604990 -0.000025 -0.000000 -0.000023
1769099709.654989 -0.000025 -0.000000 -0.000023
1769099709.704976 -0.000025 -0.000000 -0.000023
1769099709.754981 -0.000025 -0.000000 -0.000023
1769099709.805003 -0.000025 -0.000000 -0.000023
1769099709.849997 -0.000025 -0.000000 -0.000024
1769099711.590059 -0.000025 -0.000000 -0.000021
1769099711.640001 -0.000025 -0.000000 -0.000022
1769099711.685035 -0.000000 0.000000 0.000041
1769099711.735005 -0.000000 -0.000000 0.000594
1769099711.785020 0.000101 0.000000 0.000719
1769099711.835011 0.000304 0.000000 0.000482
1769099711.885026 0.000607 0.000001 -0.000678
1769099713.585081 0.008530 -0.000013 -0.001653
1769099713.635050 0.038017 -0.000042 -0.003060
1769099713.690053 0.040117 -0.000047 -0.003558
1769099713.745072 0.042395 -0.000053 -0.004550
1769099713.795045 0.046521 -0.000076 -0.004254
1769099713.845070 0.049786 -0.000090 -0.003991
1769099713.895047 0.053304 -0.000087 -0.006161
1769099715.530126 0.116654 -0.000612 -0.009983
1769099715.580085 0.300688 -0.003287 -0.032038
1769099715.625085 0.308832 -0.003654 -0.029931
1769099715.675090 0.316953 -0.003906 -0.028762
1769099715.725105 0.329225 -0.004196 -0.029077
1769099715.775078 0.337497 -0.004497 -0.026180
1769099715.840055 0.438016 -0.007515 -0.015537
1769099717.565109 0.467349 -0.007878 -0.017246
1769099717.610128 0.628506 -0.024280 -0.013551
1769099717.660110 0.696676 -0.023449 -0.012957
