timestamp x y theta
1769099704.454864 0.000000 -0.000000 0.000006
1769099704.554860 0.000000 -0.000000 0.000008
1769099704.654878 0.000000 -0.000000 0.000012
1769099704.754885 0.000000 -0.000000 0.000014
1769099704.854887 0.000000 -0.000000 0.000012
1769099704.954897 -0.000000 -0.000000 0.000015
1769099705.054892 -0.000000 -0.000000 0.000016
1769099705.154903 -0.000000 -0.000000 0.000018
1769099705.254877 0.000025 0.000000 0.000053
1769099705.354915 -0.000000 -0.000000 0.000019
1769099705.454904 -0.000000 -0.000000 0.000019
1769099705.554906 -0.000000 -0.000000 0.000019
1769099705.654878 -0.000000 -0.000000 0.000020
1769099705.754934 -0.000000 -0.000000 0.000029
1769099705.854939 0.000025 0.000000 0.000074
1769099705.954903 -0.000000 -0.000000 0.000030
1769099706.054924 -0.000000 -0.000000 0.000029
1769099706.154917 -0.000000 -0.000000 0.000030
1769099706.254916 0.000025 0.000000 0.000080
1769099706.354934 -0.000000 -0.000000 0.000030
1769099706.454930 -0.000000 -0.000000 0.000029
1769099706.554913 -0.000000 -0.000000 0.000029
1769099706.654915 -0.000000 -0.000000 0.000029
1769099706.754922 -0.000000 -0.000000 0.000029
1769099706.854936 -0.000000 -0.000000 0.000029
1769099706.954913 -0.000000 -0.000000 0.000029
1769099707.057646 -0.000000 -0.000000 0.000033
1769099707.154951 -0.000000 -0.000000 0.000033
1769099707.254927 -0.000000 -0.000000 0.000033
1769099707.354933 0.000025 0.000000 0.000094
1769099707.454945 -0.000000 -0.000000 0.000033
1769099707.554934 -0.000000 -0.000000 0.000033
1769099707.654917 -0.000000 -0.000000 0.000032
1769099707.754964 -0.000000 -0.000000 0.000032
1769099707.854945 -0.000000 -0.000000 0.000031
1769099707.954948 -0.000000 -0.000000 0.000031
1769099708.054942 -0.000000 -0.000000 0.000031
1769099708.154946 0.000025 0.000000 0.000096
1769099708.254929 -0.000000 -0.000000 0.000030
1769099708.354911 -0.000000 -0.000000 0.000030
1769099708.454947 -0.000000 -0.000000 0.000029
1769099708.554939 -0.000000 -0.000000 0.000029
1769099708.654939 -0.000000 -0.000000 0.000029
1769099708.754944 -0.000000 -0.000000 0.000029
1769099708.854939 0.000025 0.000000 0.000096
1769099708.954958 -0.000000 -0.000000 0.000030
1769099709.054964 -0.000000 -0.000000 0.000030
1769099709.154959 -0.000000 -0.000000 0.000029
1769099709.254978 -0.000000 -0.000000 0.000029
1769099709.354980 -0.000000 -0.000000 0.000029
1769099709.454959 -0.000000 -0.000000 0.000029
1769099709.554972 -0.000000 -0.000000 0.000029
1769099709.654989 -0.000000 -0.000000 0.000030
1769099709.754981 -0.000000 -0.000000 0.000030
1769099709.854974 -0.000000 -0.000000 0.000031
